Version,Filename,NR,NAUTHORS,LOC,LOC_ADDED,AVGLOCADDED,MAXLOCADDED,CHURN,AVGCHURN,MAXCHURN,BUGGY
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/KeyedCountingBatchBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/KeyedCountingCommitterBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/KeyedSummingBatchBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/MemoryTransactionalSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/MemoryTransactionalSpoutMeta.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/MkClusterParam.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/MkTupleParam.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/MockedSources.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/NGrouping.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/NonRichBoltTracker.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/OpaqueMemoryTransactionalSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/PrepareBatchBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/SpoutTracker.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestAggregatesCounter.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestConfBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestGlobalCount.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestJob.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestKryoDecorator.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestPlannerBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestPlannerSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestSerObject.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestWordCounter.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TestWordSpout.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TrackedTopology.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/testing/TupleCaptureBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/BaseConfigurationDeclarer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/BasicBoltExecutor.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/BasicOutputCollector.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/BoltDeclarer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/ComponentConfigurationDeclarer.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/FailedException.java,3,2,0,0,0.0,0,0,0.0,0,No
0.9.0.1,storm-core/src/jvm/backtype/storm/topology/IBasicBolt.java,3,2,0,0,0.0,0,0,0.0,0,No
